series_name,date,value
T55,1994-06-01,11349.0
T55,1994-07-01,11460.0
T55,1994-08-01,12260.0
T55,1994-09-01,14744.0
T55,1994-10-01,13866.0
T55,1994-11-01,10809.0
T55,1994-12-01,22293.0
T55,1995-01-01,10371.0
T55,1995-02-01,7001.0
T55,1995-03-01,11713.0
T55,1995-04-01,15586.0
T55,1995-05-01,11022.0
T55,1995-06-01,14689.0
T55,1995-07-01,13297.0
T55,1995-08-01,13195.0
T55,1995-09-01,16222.0
T55,1995-10-01,13621.0
T55,1995-11-01,12420.0
T55,1995-12-01,25075.0
T55,1996-01-01,12993.0
T55,1996-02-01,11232.0
T55,1996-03-01,17687.0
T55,1996-04-01,17174.0
T55,1996-05-01,14612.0
T55,1996-06-01,18275.0
T55,1996-07-01,17222.0
T55,1996-08-01,18092.0
T55,1996-09-01,19716.0
T55,1996-10-01,18969.0
T55,1996-11-01,15371.0
T55,1996-12-01,22626.0
T55,1997-01-01,15139.0
T55,1997-02-01,10962.0
T55,1997-03-01,16745.0
T55,1997-04-01,16281.0
T55,1997-05-01,12471.0
T55,1997-06-01,15911.0
T55,1997-07-01,17905.0
T55,1997-08-01,15244.0
T55,1997-09-01,19071.0
T55,1997-10-01,18640.0
T55,1997-11-01,15026.0
T55,1997-12-01,25912.0
T55,1998-01-01,11992.0
T55,1998-02-01,10322.0
T55,1998-03-01,12211.0
T55,1998-04-01,21572.0
T55,1998-05-01,16488.0
T55,1998-06-01,17014.0
T55,1998-07-01,17606.0
T55,1998-08-01,15854.0
T55,1998-09-01,14594.0
T55,1998-10-01,19415.0
T55,1998-11-01,15328.0
T55,1998-12-01,26028.0
T55,1999-01-01,13184.0
T55,1999-02-01,10540.0
T55,1999-03-01,15885.0
T55,1999-04-01,15433.0
T55,1999-05-01,13539.0
T55,1999-06-01,17290.0
T55,1999-07-01,17380.0
T55,1999-08-01,14521.0
T55,1999-09-01,18998.0
T55,1999-10-01,20472.0
T55,1999-11-01,16126.0
T55,1999-12-01,24249.0
T55,2000-01-01,13327.0
T55,2000-02-01,12037.0
T55,2000-03-01,15741.0
T55,2000-04-01,24461.0
T55,2000-05-01,17581.0
T55,2000-06-01,20424.0
T55,2000-07-01,19738.0
T55,2000-08-01,20784.0
T55,2000-09-01,19155.0
T55,2000-10-01,21919.0
T55,2000-11-01,20422.0
T55,2000-12-01,33496.0
T55,2001-01-01,16713.0
T55,2001-02-01,13767.0
T55,2001-03-01,20030.0
T55,2001-04-01,24873.0
T55,2001-05-01,19320.0
T55,2001-06-01,22419.0
T55,2001-07-01,17971.0
T55,2001-08-01,15982.0
T55,2001-09-01,20268.0
T55,2001-10-01,16053.0
T55,2001-11-01,17396.0
T55,2001-12-01,26573.0
T55,2002-01-01,12701.0
T55,2002-02-01,10081.0
T55,2002-03-01,16709.0
T55,2002-04-01,15010.0
T55,2002-05-01,13571.0
T55,2002-06-01,17452.0
T55,2002-07-01,15924.0
T55,2002-08-01,13174.0
T55,2002-09-01,16997.0
T55,2002-10-01,18491.0
T55,2002-11-01,15481.0
T55,2002-12-01,25921.0
T55,2003-01-01,12504.0
T55,2003-02-01,10766.0
T55,2003-03-01,14052.0
T55,2003-04-01,20519.0
T55,2003-05-01,17302.0
T55,2003-06-01,17234.0
T55,2003-07-01,18576.0
T55,2003-08-01,18206.0
T55,2003-09-01,20338.0
T55,2003-10-01,20651.0
T55,2003-11-01,20410.0
T55,2003-12-01,32082.0
T55,2004-01-01,15048.0
T55,2004-02-01,15445.0
T55,2004-03-01,18741.0
T55,2004-04-01,26760.0
T55,2004-05-01,18381.0
T55,2004-06-01,22488.0
T55,2004-07-01,24854.0
T55,2004-08-01,20502.0
T55,2004-09-01,27497.0
T55,2004-10-01,24749.0
T55,2004-11-01,21299.0
T55,2004-12-01,36011.0
T55,2005-01-01,16785.0
T55,2005-02-01,16475.0
T55,2005-03-01,25916.0
T55,2005-04-01,26267.0
T55,2005-05-01,21417.0
T55,2005-06-01,23338.0
T55,2005-07-01,25620.0
T55,2005-08-01,21613.0
T55,2005-09-01,28116.0
T55,2005-10-01,23471.0
T55,2005-11-01,21172.0
T55,2005-12-01,37360.0
T55,2006-01-01,17612.0
T55,2006-02-01,14697.0
T55,2006-03-01,21047.0
T55,2006-04-01,26584.0
T55,2006-05-01,20120.0
T55,2006-06-01,23326.0
T55,2006-07-01,22318.0
T55,2006-08-01,21609.0
T55,2006-09-01,28139.0
T55,2006-10-01,23172.0
T55,2006-11-01,22578.0
T55,2006-12-01,37393.0
T55,2007-01-01,17977.0
T55,2007-02-01,15778.0
T55,2007-03-01,21570.0
T55,2007-04-01,26507.0
T55,2007-05-01,24477.0
T55,2007-06-01,27140.0
T56,1980-01-01,84.0
T56,1980-02-01,30.0
T56,1980-03-01,153.0
T56,1980-04-01,60.0
T56,1980-05-01,40.0
T56,1980-06-01,30.0
T56,1980-07-01,124.0
T56,1980-08-01,120.0
T56,1980-09-01,102.0
T56,1980-10-01,121.0
T56,1980-11-01,100.0
T56,1980-12-01,383.0
T56,1981-01-01,50.0
T56,1981-02-01,111.0
T56,1981-03-01,57.0
T56,1981-04-01,111.0
T56,1981-05-01,110.0
T56,1981-06-01,40.0
T56,1981-07-01,140.0
T56,1981-08-01,80.0
T56,1981-09-01,80.0
T56,1981-10-01,60.0
T56,1981-11-01,143.0
T56,1981-12-01,245.0
T56,1982-01-01,140.0
T56,1982-02-01,120.0
T56,1982-03-01,126.0
T56,1982-04-01,112.0
T56,1982-05-01,87.0
T56,1982-06-01,53.0
T56,1982-07-01,206.0
T56,1982-08-01,133.0
T56,1982-09-01,71.0
T56,1982-10-01,145.0
T56,1982-11-01,142.0
T56,1982-12-01,452.0
T56,1983-01-01,117.0
T56,1983-02-01,126.0
T56,1983-03-01,120.0
T56,1983-04-01,109.0
T56,1983-05-01,75.0
T56,1983-06-01,43.0
T56,1983-07-01,319.0
T56,1983-08-01,175.0
T56,1983-09-01,100.0
T56,1983-10-01,125.0
T56,1983-11-01,144.0
T56,1983-12-01,532.0
T56,1984-01-01,105.0
T56,1984-02-01,74.0
T56,1984-03-01,144.0
T56,1984-04-01,120.0
T56,1984-05-01,100.0
T56,1984-06-01,138.0
T56,1984-07-01,288.0
T56,1984-08-01,204.0
T56,1984-09-01,104.0
T56,1984-10-01,54.0
T56,1984-11-01,189.0
T56,1984-12-01,427.0
T56,1985-01-01,155.0
T56,1985-02-01,191.0
T56,1985-03-01,255.0
T56,1985-04-01,230.0
T56,1985-05-01,84.0
T56,1985-06-01,168.0
T56,1985-07-01,319.0
T56,1985-08-01,177.0
T56,1985-09-01,90.0
T56,1985-10-01,164.0
T56,1985-11-01,165.0
T56,1985-12-01,664.0
T56,1986-01-01,164.0
T56,1986-02-01,164.0
T56,1986-03-01,287.0
T56,1986-04-01,168.0
T56,1986-05-01,111.0
T56,1986-06-01,94.0
T56,1986-07-01,221.0
T56,1986-08-01,262.0
T56,1986-09-01,74.0
T56,1986-10-01,140.0
T56,1986-11-01,136.0
T56,1986-12-01,644.0
T56,1987-01-01,156.0
T56,1987-02-01,250.0
T56,1987-03-01,320.0
T56,1987-04-01,148.0
T56,1987-05-01,154.0
T56,1987-06-01,154.0
T56,1987-07-01,316.0
T56,1987-08-01,332.0
T56,1987-09-01,165.0
T56,1987-10-01,165.0
T56,1987-11-01,219.0
T56,1987-12-01,797.0
T56,1988-01-01,578.0
T56,1988-02-01,256.0
T56,1988-03-01,425.0
T56,1988-04-01,304.0
T56,1988-05-01,271.0
T56,1988-06-01,310.0
T56,1988-07-01,508.0
T56,1988-08-01,452.0
T56,1988-09-01,344.0
T56,1988-10-01,281.0
T56,1988-11-01,407.0
T56,1988-12-01,894.0
T56,1989-01-01,608.0
T56,1989-02-01,338.0
T56,1989-03-01,455.0
T56,1989-04-01,533.0
T56,1989-05-01,486.0
T56,1989-06-01,386.0
T56,1989-07-01,888.0
T56,1989-08-01,736.0
T56,1989-09-01,476.0
T56,1989-10-01,238.0
T56,1989-11-01,454.0
T56,1989-12-01,1524.0
T56,1990-01-01,638.0
T56,1990-02-01,517.0
T56,1990-03-01,484.0
T56,1990-04-01,887.0
T56,1990-05-01,278.0
T56,1990-06-01,134.0
T56,1990-07-01,719.0
T56,1990-08-01,654.0
T56,1990-09-01,628.0
T56,1990-10-01,270.0
T56,1990-11-01,418.0
T56,1990-12-01,1107.0
T56,1991-01-01,403.0
T56,1991-02-01,306.0
T56,1991-03-01,750.0
T56,1991-04-01,420.0
T56,1991-05-01,392.0
T56,1991-06-01,434.0
T56,1991-07-01,782.0
T56,1991-08-01,1008.0
T56,1991-09-01,651.0
T56,1991-10-01,380.0
T56,1991-11-01,486.0
T56,1991-12-01,1193.0
T56,1992-01-01,545.0
T56,1992-02-01,573.0
T56,1992-03-01,775.0
T56,1992-04-01,582.0
T56,1992-05-01,371.0
T56,1992-06-01,605.0
T56,1992-07-01,1044.0
T56,1992-08-01,916.0
T56,1992-09-01,455.0
T56,1992-10-01,500.0
T56,1992-11-01,525.0
T56,1992-12-01,1282.0
T56,1993-01-01,885.0
T56,1993-02-01,799.0
T56,1993-03-01,938.0
T56,1993-04-01,498.0
T56,1993-05-01,396.0
T56,1993-06-01,558.0
T56,1993-07-01,1036.0
T56,1993-08-01,839.0
T56,1993-09-01,379.0
T56,1993-10-01,516.0
T56,1993-11-01,301.0
T56,1993-12-01,1377.0
T56,1994-01-01,737.0
T56,1994-02-01,413.0
T56,1994-03-01,688.0
T56,1994-04-01,623.0
T56,1994-05-01,447.0
T56,1994-06-01,646.0
T56,1994-07-01,1040.0
T56,1994-08-01,694.0
T56,1994-09-01,1119.0
T56,1994-10-01,718.0
T56,1994-11-01,627.0
T56,1994-12-01,2733.0
T56,1995-01-01,903.0
T56,1995-02-01,1188.0
T56,1995-03-01,1073.0
T56,1995-04-01,855.0
T56,1995-05-01,760.0
T56,1995-06-01,896.0
T56,1995-07-01,1297.0
T56,1995-08-01,1459.0
T56,1995-09-01,1269.0
T56,1995-10-01,857.0
T56,1995-11-01,925.0
T56,1995-12-01,3035.0
T56,1996-01-01,1164.0
T56,1996-02-01,1496.0
T56,1996-03-01,1297.0
T56,1996-04-01,1117.0
T56,1996-05-01,596.0
T56,1996-06-01,706.0
T56,1996-07-01,953.0
T56,1996-08-01,1308.0
T56,1996-09-01,895.0
T56,1996-10-01,823.0
T56,1996-11-01,721.0
T56,1996-12-01,2491.0
T56,1997-01-01,1060.0
T56,1997-02-01,875.0
T56,1997-03-01,1323.0
T56,1997-04-01,734.0
T56,1997-05-01,554.0
T56,1997-06-01,943.0
T56,1997-07-01,1560.0
T56,1997-08-01,1850.0
T56,1997-09-01,1565.0
T56,1997-10-01,925.0
T56,1997-11-01,936.0
T56,1997-12-01,2903.0
T56,1998-01-01,1856.0
T56,1998-02-01,1741.0
T56,1998-03-01,2094.0
T56,1998-04-01,1328.0
T56,1998-05-01,732.0
T56,1998-06-01,922.0
T56,1998-07-01,1448.0
T56,1998-08-01,1550.0
T56,1998-09-01,1373.0
T56,1998-10-01,1453.0
T56,1998-11-01,1455.0
T56,1998-12-01,3310.0
T56,1999-01-01,2232.0
T56,1999-02-01,1957.0
T56,1999-03-01,1410.0
T56,1999-04-01,1724.0
T56,1999-05-01,900.0
T56,1999-06-01,830.0
T56,1999-07-01,1807.0
T56,1999-08-01,2314.0
T56,1999-09-01,1353.0
T56,1999-10-01,1213.0
T56,1999-11-01,1163.0
T56,1999-12-01,3558.0
T56,2000-01-01,1908.0
T56,2000-02-01,1354.0
T56,2000-03-01,1605.0
T56,2000-04-01,1173.0
T56,2000-05-01,1046.0
T56,2000-06-01,1245.0
T56,2000-07-01,2189.0
T56,2000-08-01,2360.0
T56,2000-09-01,1603.0
T56,2000-10-01,1916.0
T56,2000-11-01,2323.0
T56,2000-12-01,2816.0
T56,2001-01-01,2339.0
T56,2001-02-01,2508.0
T56,2001-03-01,2495.0
T56,2001-04-01,2338.0
T56,2001-05-01,1356.0
T56,2001-06-01,1556.0
T56,2001-07-01,1836.0
T56,2001-08-01,2739.0
T56,2001-09-01,2094.0
T56,2001-10-01,1434.0
T56,2001-11-01,1594.0
T56,2001-12-01,4327.0
T56,2002-01-01,1943.0
T56,2002-02-01,2308.0
T56,2002-03-01,2043.0
T56,2002-04-01,2427.0
T56,2002-05-01,1139.0
T56,2002-06-01,1331.0
T56,2002-07-01,1721.0
T56,2002-08-01,2595.0
T56,2002-09-01,1728.0
T56,2002-10-01,3221.0
T56,2002-11-01,2324.0
T56,2002-12-01,4282.0
T56,2003-01-01,2763.0
T56,2003-02-01,2602.0
T56,2003-03-01,2895.0
T56,2003-04-01,2670.0
T56,2003-05-01,1680.0
T56,2003-06-01,1223.0
T56,2003-07-01,2811.0
T56,2003-08-01,3514.0
T56,2003-09-01,2245.0
T56,2003-10-01,2528.0
T56,2003-11-01,2618.0
T56,2003-12-01,5691.0
T56,2004-01-01,2628.0
T56,2004-02-01,3211.0
T56,2004-03-01,2588.0
T56,2004-04-01,3345.0
T56,2004-05-01,1342.0
T56,2004-06-01,1936.0
T56,2004-07-01,2949.0
T56,2004-08-01,2686.0
T56,2004-09-01,3870.0
T56,2004-10-01,2807.0
T56,2004-11-01,1992.0
T56,2004-12-01,4606.0
T56,2005-01-01,2954.0
T56,2005-02-01,2485.0
T56,2005-03-01,3690.0
T56,2005-04-01,2666.0
T56,2005-05-01,1730.0
T56,2005-06-01,1653.0
T56,2005-07-01,3143.0
T56,2005-08-01,2499.0
T56,2005-09-01,2882.0
T56,2005-10-01,1982.0
T56,2005-11-01,2488.0
T56,2005-12-01,4535.0
T56,2006-01-01,2786.0
T56,2006-02-01,2260.0
T56,2006-03-01,3233.0
T56,2006-04-01,2564.0
T56,2006-05-01,1833.0
T56,2006-06-01,2002.0
T56,2006-07-01,3155.0
T56,2006-08-01,2952.0
T56,2006-09-01,3016.0
T56,2006-10-01,2551.0
T56,2006-11-01,2912.0
T56,2006-12-01,4380.0
T56,2007-01-01,2697.0
T56,2007-02-01,2709.0
T56,2007-03-01,3609.0
T56,2007-04-01,2583.0
T56,2007-05-01,1508.0
T56,2007-06-01,1992.0
T57,1980-01-01,176.0
T57,1980-02-01,396.0
T57,1980-03-01,308.0
T57,1980-04-01,282.0
T57,1980-05-01,142.0
T57,1980-06-01,212.0
T57,1980-07-01,518.0
T57,1980-08-01,488.0
T57,1980-09-01,192.0
T57,1980-10-01,109.0
T57,1980-11-01,266.0
T57,1980-12-01,733.0
T57,1981-01-01,190.0
T57,1981-02-01,399.0
T57,1981-03-01,267.0
T57,1981-04-01,620.0
T57,1981-05-01,190.0
T57,1981-06-01,333.0
T57,1981-07-01,720.0
T57,1981-08-01,375.0
T57,1981-09-01,225.0
T57,1981-10-01,345.0
T57,1981-11-01,372.0
T57,1981-12-01,537.0
T57,1982-01-01,521.0
T57,1982-02-01,293.0
T57,1982-03-01,422.0
T57,1982-04-01,545.0
T57,1982-05-01,340.0
T57,1982-06-01,351.0
T57,1982-07-01,735.0
T57,1982-08-01,629.0
T57,1982-09-01,217.0
T57,1982-10-01,314.0
T57,1982-11-01,314.0
T57,1982-12-01,734.0
T57,1983-01-01,283.0
T57,1983-02-01,434.0
T57,1983-03-01,611.0
T57,1983-04-01,384.0
T57,1983-05-01,249.0
T57,1983-06-01,316.0
T57,1983-07-01,955.0
T57,1983-08-01,514.0
T57,1983-09-01,287.0
T57,1983-10-01,283.0
T57,1983-11-01,420.0
T57,1983-12-01,776.0
T57,1984-01-01,415.0
T57,1984-02-01,432.0
T57,1984-03-01,311.0
T57,1984-04-01,423.0
T57,1984-05-01,249.0
T57,1984-06-01,276.0
T57,1984-07-01,724.0
T57,1984-08-01,467.0
T57,1984-09-01,224.0
T57,1984-10-01,295.0
T57,1984-11-01,459.0
T57,1984-12-01,994.0
T57,1985-01-01,324.0
T57,1985-02-01,647.0
T57,1985-03-01,487.0
T57,1985-04-01,514.0
T57,1985-05-01,173.0
T57,1985-06-01,364.0
T57,1985-07-01,761.0
T57,1985-08-01,572.0
T57,1985-09-01,220.0
T57,1985-10-01,351.0
T57,1985-11-01,349.0
T57,1985-12-01,1105.0
T57,1986-01-01,424.0
T57,1986-02-01,628.0
T57,1986-03-01,538.0
T57,1986-04-01,435.0
T57,1986-05-01,378.0
T57,1986-06-01,392.0
T57,1986-07-01,955.0
T57,1986-08-01,743.0
T57,1986-09-01,392.0
T57,1986-10-01,412.0
T57,1986-11-01,390.0
T57,1986-12-01,1200.0
T57,1987-01-01,760.0
T57,1987-02-01,475.0
T57,1987-03-01,559.0
T57,1987-04-01,769.0
T57,1987-05-01,372.0
T57,1987-06-01,485.0
T57,1987-07-01,1026.0
T57,1987-08-01,825.0
T57,1987-09-01,409.0
T57,1987-10-01,382.0
T57,1987-11-01,536.0
T57,1987-12-01,1570.0
T57,1988-01-01,529.0
T57,1988-02-01,887.0
T57,1988-03-01,785.0
T57,1988-04-01,598.0
T57,1988-05-01,469.0
T57,1988-06-01,819.0
T57,1988-07-01,1773.0
T57,1988-08-01,790.0
T57,1988-09-01,648.0
T57,1988-10-01,452.0
T57,1988-11-01,476.0
T57,1988-12-01,1366.0
T57,1989-01-01,664.0
T57,1989-02-01,1182.0
T57,1989-03-01,966.0
T57,1989-04-01,648.0
T57,1989-05-01,455.0
T57,1989-06-01,795.0
T57,1989-07-01,1865.0
T57,1989-08-01,1258.0
T57,1989-09-01,789.0
T57,1989-10-01,737.0
T57,1989-11-01,922.0
T57,1989-12-01,1737.0
T57,1990-01-01,1535.0
T57,1990-02-01,931.0
T57,1990-03-01,911.0
T57,1990-04-01,1461.0
T57,1990-05-01,547.0
T57,1990-06-01,905.0
T57,1990-07-01,1419.0
T57,1990-08-01,843.0
T57,1990-09-01,751.0
T57,1990-10-01,510.0
T57,1990-11-01,781.0
T57,1990-12-01,2122.0
T57,1991-01-01,1011.0
T57,1991-02-01,1633.0
T57,1991-03-01,1486.0
T57,1991-04-01,703.0
T57,1991-05-01,910.0
T57,1991-06-01,1017.0
T57,1991-07-01,2118.0
T57,1991-08-01,1224.0
T57,1991-09-01,1041.0
T57,1991-10-01,927.0
T57,1991-11-01,1055.0
T57,1991-12-01,1863.0
T57,1992-01-01,1647.0
T57,1992-02-01,1968.0
T57,1992-03-01,1045.0
T57,1992-04-01,1729.0
T57,1992-05-01,918.0
T57,1992-06-01,1400.0
T57,1992-07-01,2862.0
T57,1992-08-01,1446.0
T57,1992-09-01,978.0
T57,1992-10-01,1105.0
T57,1992-11-01,1077.0
T57,1992-12-01,2726.0
T57,1993-01-01,1952.0
T57,1993-02-01,919.0
T57,1993-03-01,1130.0
T57,1993-04-01,1707.0
T57,1993-05-01,1097.0
T57,1993-06-01,1389.0
T57,1993-07-01,2688.0
T57,1993-08-01,1127.0
T57,1993-09-01,1053.0
T57,1993-10-01,1542.0
T57,1993-11-01,1123.0
T57,1993-12-01,2410.0
T57,1994-01-01,1132.0
T57,1994-02-01,1780.0
T57,1994-03-01,1909.0
T57,1994-04-01,1922.0
T57,1994-05-01,1001.0
T57,1994-06-01,1876.0
T57,1994-07-01,3208.0
T57,1994-08-01,1779.0
T57,1994-09-01,1523.0
T57,1994-10-01,1683.0
T57,1994-11-01,1354.0
T57,1994-12-01,3401.0
T57,1995-01-01,2060.0
T57,1995-02-01,1857.0
T57,1995-03-01,1619.0
T57,1995-04-01,2824.0
T57,1995-05-01,1471.0
T57,1995-06-01,2214.0
T57,1995-07-01,4227.0
T57,1995-08-01,2316.0
T57,1995-09-01,1897.0
T57,1995-10-01,2158.0
T57,1995-11-01,1976.0
T57,1995-12-01,3855.0
T57,1996-01-01,1639.0
T57,1996-02-01,3585.0
T57,1996-03-01,2787.0
T57,1996-04-01,2929.0
T57,1996-05-01,1861.0
T57,1996-06-01,2784.0
T57,1996-07-01,3515.0
T57,1996-08-01,2102.0
T57,1996-09-01,2289.0
T57,1996-10-01,2217.0
T57,1996-11-01,2269.0
T57,1996-12-01,4048.0
T57,1997-01-01,1987.0
T57,1997-02-01,2883.0
T57,1997-03-01,3113.0
T57,1997-04-01,2411.0
T57,1997-05-01,2359.0
T57,1997-06-01,2813.0
T57,1997-07-01,3431.0
T57,1997-08-01,2591.0
T57,1997-09-01,2383.0
T57,1997-10-01,2653.0
T57,1997-11-01,1674.0
T57,1997-12-01,4117.0
T57,1998-01-01,2565.0
T57,1998-02-01,2407.0
T57,1998-03-01,2175.0
T57,1998-04-01,3694.0
T57,1998-05-01,1880.0
T57,1998-06-01,3196.0
T57,1998-07-01,3172.0
T57,1998-08-01,1681.0
T57,1998-09-01,1495.0
T57,1998-10-01,2239.0
T57,1998-11-01,1848.0
T57,1998-12-01,3091.0
T57,1999-01-01,1792.0
T57,1999-02-01,2748.0
T57,1999-03-01,2433.0
T57,1999-04-01,2037.0
T57,1999-05-01,1617.0
T57,1999-06-01,2173.0
T57,1999-07-01,3089.0
T57,1999-08-01,1907.0
T57,1999-09-01,1836.0
T57,1999-10-01,1974.0
T57,1999-11-01,1982.0
T57,1999-12-01,3017.0
T57,2000-01-01,1342.0
T57,2000-02-01,2807.0
T57,2000-03-01,2036.0
T57,2000-04-01,3140.0
T57,2000-05-01,2143.0
T57,2000-06-01,2608.0
T57,2000-07-01,3296.0
T57,2000-08-01,2377.0
T57,2000-09-01,2248.0
T57,2000-10-01,2886.0
T57,2000-11-01,1501.0
T57,2000-12-01,2787.0
T57,2001-01-01,2326.0
T57,2001-02-01,1393.0
T57,2001-03-01,2292.0
T57,2001-04-01,3050.0
T57,2001-05-01,1902.0
T57,2001-06-01,2729.0
T57,2001-07-01,2919.0
T57,2001-08-01,2443.0
T57,2001-09-01,2259.0
T57,2001-10-01,1826.0
T57,2001-11-01,1881.0
T57,2001-12-01,3418.0
T57,2002-01-01,1468.0
T57,2002-02-01,2754.0
T57,2002-03-01,3007.0
T57,2002-04-01,2549.0
T57,2002-05-01,1877.0
T57,2002-06-01,2018.0
T57,2002-07-01,3436.0
T57,2002-08-01,1928.0
T57,2002-09-01,1744.0
T57,2002-10-01,2481.0
T57,2002-11-01,1900.0
T57,2002-12-01,4471.0
T57,2003-01-01,2040.0
T57,2003-02-01,2033.0
T57,2003-03-01,2161.0
T57,2003-04-01,3062.0
T57,2003-05-01,1582.0
T57,2003-06-01,2378.0
T57,2003-07-01,3240.0
T57,2003-08-01,2543.0
T57,2003-09-01,2893.0
T57,2003-10-01,2090.0
T57,2003-11-01,2069.0
T57,2003-12-01,3340.0
T57,2004-01-01,2588.0
T57,2004-02-01,2171.0
T57,2004-03-01,3010.0
T57,2004-04-01,3387.0
T57,2004-05-01,2232.0
T57,2004-06-01,2721.0
T57,2004-07-01,2632.0
T57,2004-08-01,2468.0
T57,2004-09-01,3294.0
T57,2004-10-01,2656.0
T57,2004-11-01,2309.0
T57,2004-12-01,4998.0
T57,2005-01-01,2030.0
T57,2005-02-01,2819.0
T57,2005-03-01,3444.0
T57,2005-04-01,3102.0
T57,2005-05-01,2937.0
T57,2005-06-01,4368.0
T57,2005-07-01,3308.0
T57,2005-08-01,2960.0
T57,2005-09-01,2930.0
T57,2005-10-01,2606.0
T57,2005-11-01,2574.0
T57,2005-12-01,5674.0
T57,2006-01-01,3141.0
T57,2006-02-01,2566.0
T57,2006-03-01,3633.0
T57,2006-04-01,4462.0
T57,2006-05-01,2656.0
T57,2006-06-01,3157.0
T57,2006-07-01,3753.0
T57,2006-08-01,2813.0
T57,2006-09-01,3101.0
T57,2006-10-01,3168.0
T57,2006-11-01,2383.0
T57,2006-12-01,5013.0
T57,2007-01-01,2132.0
T57,2007-02-01,2839.0
T57,2007-03-01,3026.0
T57,2007-04-01,3781.0
T57,2007-05-01,2314.0
T57,2007-06-01,3322.0
T58,1980-01-01,168.0
T58,1980-02-01,229.0
T58,1980-03-01,309.0
T58,1980-04-01,241.0
T58,1980-05-01,169.0
T58,1980-06-01,197.0
T58,1980-07-01,276.0
T58,1980-08-01,322.0
T58,1980-09-01,159.0
T58,1980-10-01,284.0
T58,1980-11-01,621.0
T58,1980-12-01,626.0
T58,1981-01-01,269.0
T58,1981-02-01,255.0
T58,1981-03-01,312.0
T58,1981-04-01,308.0
T58,1981-05-01,182.0
T58,1981-06-01,307.0
T58,1981-07-01,179.0
T58,1981-08-01,297.0
T58,1981-09-01,202.0
T58,1981-10-01,320.0
T58,1981-11-01,581.0
T58,1981-12-01,791.0
T58,1982-01-01,266.0
T58,1982-02-01,165.0
T58,1982-03-01,428.0
T58,1982-04-01,276.0
T58,1982-05-01,196.0
T58,1982-06-01,400.0
T58,1982-07-01,291.0
T58,1982-08-01,276.0
T58,1982-09-01,145.0
T58,1982-10-01,361.0
T58,1982-11-01,965.0
T58,1982-12-01,648.0
T58,1983-01-01,154.0
T58,1983-02-01,170.0
T58,1983-03-01,463.0
T58,1983-04-01,514.0
T58,1983-05-01,202.0
T58,1983-06-01,436.0
T58,1983-07-01,349.0
T58,1983-08-01,303.0
T58,1983-09-01,209.0
T58,1983-10-01,375.0
T58,1983-11-01,839.0
T58,1983-12-01,898.0
T58,1984-01-01,230.0
T58,1984-02-01,305.0
T58,1984-03-01,408.0
T58,1984-04-01,373.0
T58,1984-05-01,303.0
T58,1984-06-01,347.0
T58,1984-07-01,384.0
T58,1984-08-01,408.0
T58,1984-09-01,249.0
T58,1984-10-01,238.0
T58,1984-11-01,802.0
T58,1984-12-01,1004.0
T58,1985-01-01,226.0
T58,1985-02-01,339.0
T58,1985-03-01,446.0
T58,1985-04-01,367.0
T58,1985-05-01,356.0
T58,1985-06-01,446.0
T58,1985-07-01,356.0
T58,1985-08-01,339.0
T58,1985-09-01,299.0
T58,1985-10-01,383.0
T58,1985-11-01,858.0
T58,1985-12-01,986.0
T58,1986-01-01,254.0
T58,1986-02-01,417.0
T58,1986-03-01,637.0
T58,1986-04-01,353.0
T58,1986-05-01,415.0
T58,1986-06-01,498.0
T58,1986-07-01,302.0
T58,1986-08-01,531.0
T58,1986-09-01,411.0
T58,1986-10-01,452.0
T58,1986-11-01,1052.0
T58,1986-12-01,1213.0
T58,1987-01-01,451.0
T58,1987-02-01,476.0
T58,1987-03-01,650.0
T58,1987-04-01,611.0
T58,1987-05-01,499.0
T58,1987-06-01,563.0
T58,1987-07-01,576.0
T58,1987-08-01,431.0
T58,1987-09-01,466.0
T58,1987-10-01,478.0
T58,1987-11-01,1038.0
T58,1987-12-01,1521.0
T58,1988-01-01,498.0
T58,1988-02-01,513.0
T58,1988-03-01,811.0
T58,1988-04-01,621.0
T58,1988-05-01,812.0
T58,1988-06-01,821.0
T58,1988-07-01,585.0
T58,1988-08-01,455.0
T58,1988-09-01,558.0
T58,1988-10-01,651.0
T58,1988-11-01,1083.0
T58,1988-12-01,1815.0
T58,1989-01-01,475.0
T58,1989-02-01,419.0
T58,1989-03-01,906.0
T58,1989-04-01,776.0
T58,1989-05-01,685.0
T58,1989-06-01,767.0
T58,1989-07-01,566.0
T58,1989-08-01,529.0
T58,1989-09-01,575.0
T58,1989-10-01,584.0
T58,1989-11-01,1226.0
T58,1989-12-01,2036.0
T58,1990-01-01,684.0
T58,1990-02-01,750.0
T58,1990-03-01,739.0
T58,1990-04-01,1011.0
T58,1990-05-01,717.0
T58,1990-06-01,641.0
T58,1990-07-01,642.0
T58,1990-08-01,570.0
T58,1990-09-01,705.0
T58,1990-10-01,768.0
T58,1990-11-01,932.0
T58,1990-12-01,2180.0
T58,1991-01-01,534.0
T58,1991-02-01,579.0
T58,1991-03-01,1114.0
T58,1991-04-01,831.0
T58,1991-05-01,604.0
T58,1991-06-01,1064.0
T58,1991-07-01,741.0
T58,1991-08-01,686.0
T58,1991-09-01,724.0
T58,1991-10-01,834.0
T58,1991-11-01,1279.0
T58,1991-12-01,2349.0
T58,1992-01-01,521.0
